"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"Oregon"	"41"	760	4028977	18.9
	"2015"	"2015"	"Pennsylvania"	"42"	1894	12802503	14.8
	"2015"	"2015"	"Rhode Island"	"44"	126	1056298	11.9
	"2015"	"2015"	"South Carolina"	"45"	739	4896146	15.1
	"2015"	"2015"	"South Dakota"	"46"	172	858469	20.0
	"2015"	"2015"	"Tennessee"	"47"	1068	6600299	16.2
	"2015"	"2015"	"Texas"	"48"	3400	27469114	12.4
	"2015"	"2015"	"Utah"	"49"	629	2995919	21.0
	"2015"	"2015"	"Vermont"	"50"	103	626042	16.5
	"2015"	"2015"	"Virginia"	"51"	1116	8382993	13.3
	"2015"	"2015"	"Washington"	"53"	1134	7170351	15.8
	"2015"	"2015"	"West Virginia"	"54"	340	1844128	18.4
	"2015"	"2015"	"Wisconsin"	"55"	874	5771337	15.1
	"2015"	"2015"	"Wyoming"	"56"	157	586107	26.8
	"2016"	"2016"	"Alabama"	"01"	788	4863300	16.2
	"2016"	"2016"	"Alaska"	"02"	193	741894	26.0
	"2016"	"2016"	"Arizona"	"04"	1269	6931071	18.3
	"2016"	"2016"	"Arkansas"	"05"	553	2988248	18.5
	"2016"	"2016"	"California"	"06"	4277	39250017	10.9
	"2016"	"2016"	"Colorado"	"08"	1167	5540545	21.1
	"2016"	"2016"	"Connecticut"	"09"	396	3576452	11.1
	"2016"	"2016"	"Delaware"	"10"	119	952065	12.5
	"2016"	"2016"	"District of Columbia"	"11"	40	681170	5.9
	"2016"	"2016"	"Florida"	"12"	3137	20612439	15.2
	"2016"	"2016"	"Georgia"	"13"	1403	10310371	13.6
	"2016"	"2016"	"Hawaii"	"15"	174	1428557	12.2
	"2016"	"2016"	"Idaho"	"16"	351	1683140	20.9
	"2016"	"2016"	"Illinois"	"17"	1413	12801539	11.0
	"2016"	"2016"	"Indiana"	"18"	1033	6633053	15.6
	"2016"	"2016"	"Iowa"	"19"	450	3134693	14.4
	"2016"	"2016"	"Kansas"	"20"	514	2907289	17.7
	"2016"	"2016"	"Kentucky"	"21"	756	4436974	17.0
	"2016"	"2016"	"Louisiana"	"22"	676	4681666	14.4
	"2016"	"2016"	"Maine"	"23"	225	1331479	16.9
	"2016"	"2016"	"Maryland"	"24"	585	6016447	9.7
	"2016"	"2016"	"Massachusetts"	"25"	630	6811779	9.2
	"2016"	"2016"	"Michigan"	"26"	1362	9928300	13.7
	"2016"	"2016"	"Minnesota"	"27"	745	5519952	13.5
	"2016"	"2016"	"Mississippi"	"28"	383	2988726	12.8
	"2016"	"2016"	"Missouri"	"29"	1133	6093000	18.6
	"2016"	"2016"	"Montana"	"30"	267	1042520	25.6
	"2016"	"2016"	"Nebraska"	"31"	246	1907116	12.9
	"2016"	"2016"	"Nevada"	"32"	650	2940058	22.1
	"2016"	"2016"	"New Hampshire"	"33"	244	1334795	18.3
	"2016"	"2016"	"New Jersey"	"34"	685	8944469	7.7
	"2016"	"2016"	"New Mexico"	"35"	471	2081015	22.6
	"2016"	"2016"	"New York"	"36"	1675	19745289	8.5
	"2016"	"2016"	"North Carolina"	"37"	1370	10146788	13.5
	"2016"	"2016"	"North Dakota"	"38"	140	757952	18.5
	"2016"	"2016"	"Ohio"	"39"	1705	11614373	14.7
	"2016"	"2016"	"Oklahoma"	"40"	821	3923561	20.9
	"2016"	"2016"	"Oregon"	"41"	771	4093465	18.8
	"2016"	"2016"	"Pennsylvania"	"42"	1967	12784227	15.4
	"2016"	"2016"	"Rhode Island"	"44"	126	1056426	11.9
	"2016"	"2016"	"South Carolina"	"45"	815	4961119	16.4
	"2016"	"2016"	"South Dakota"	"46"	163	865454	18.8
	"2016"	"2016"	"Tennessee"	"47"	1108	6651194	16.7
	"2016"	"2016"	"Texas"	"48"	3477	27862596	12.5
	"2016"	"2016"	"Utah"	"49"	619	3051217	20.3
	"2016"	"2016"	"Vermont"	"50"	117	624594	18.7
	"2016"	"2016"	"Virginia"	"51"	1163	8411808	13.8
	"2016"	"2016"	"Washington"	"53"	1134	7288000	15.6
	"2016"	"2016"	"West Virginia"	"54"	361	1831102	19.7
	"2016"	"2016"	"Wisconsin"	"55"	865	5778708	15.0
	"2016"	"2016"	"Wyoming"	"56"	144	585501	24.6
	"2017"	"2017"	"Alabama"	"01"	835	4874747	17.1
	"2017"	"2017"	"Alaska"	"02"	200	739795	27.0
	"2017"	"2017"	"Arizona"	"04"	1325	7016270	18.9
	"2017"	"2017"	"Arkansas"	"05"	631	3004279	21.0
	"2017"	"2017"	"California"	"06"	4300	39536653	10.9
	"2017"	"2017"	"Colorado"	"08"	1178	5607154	21.0
	"2017"	"2017"	"Connecticut"	"09"	405	3588184	11.3
	"2017"	"2017"	"Delaware"	"10"	112	961939	11.6
	"2017"	"2017"	"District of Columbia"	"11"	47	693972	6.8
	"2017"	"2017"	"Florida"	"12"	3219	20984400	15.3
	"2017"	"2017"	"Georgia"	"13"	1450	10429379	13.9
	"2017"	"2017"	"Hawaii"	"15"	227	1427538	15.9
	"2017"	"2017"	"Idaho"	"16"	392	1716943	22.8
	"2017"	"2017"	"Illinois"	"17"	1472	12802023	11.5
	"2017"	"2017"	"Indiana"	"18"	1092	6666818	16.4
	"2017"	"2017"	"Iowa"	"19"	478	3145711	15.2
	"2017"	"2017"	"Kansas"	"20"	552	2913123	18.9
	"2017"	"2017"	"Kentucky"	"21"	766	4454189	17.2
	"2017"	"2017"	"Louisiana"	"22"	720	4684333	15.4
	"2017"	"2017"	"Maine"	"23"	274	1335907	20.5
	"2017"	"2017"	"Maryland"	"24"	630	6052177	10.4
	"2017"	"2017"	"Massachusetts"	"25"	682	6859819	9.9
	"2017"	"2017"	"Michigan"	"26"	1456	9962311	14.6
	"2017"	"2017"	"Minnesota"	"27"	778	5576606	14.0
	"2017"	"2017"	"Mississippi"	"28"	443	2984100	14.8
	"2017"	"2017"	"Missouri"	"29"	1151	6113532	18.8
	"2017"	"2017"	"Montana"	"30"	311	1050493	29.6
	"2017"	"2017"	"Nebraska"	"31"	275	1920076	14.3
	"2017"	"2017"	"Nevada"	"32"	627	2998039	20.9
	"2017"	"2017"	"New Hampshire"	"33"	265	1342795	19.7
	"2017"	"2017"	"New Jersey"	"34"	795	9005644	8.8
	"2017"	"2017"	"New Mexico"	"35"	491	2088070	23.5
	"2017"	"2017"	"New York"	"36"	1696	19849399	8.5
	"2017"	"2017"	"North Carolina"	"37"	1521	10273419	14.8
	"2017"	"2017"	"North Dakota"	"38"	154	755393	20.4
	"2017"	"2017"	"Ohio"	"39"	1738	11658609	14.9
	"2017"	"2017"	"Oklahoma"	"40"	756	3930864	19.2
	"2017"	"2017"	"Oregon"	"41"	824	4142776	19.9
	"2017"	"2017"	"Pennsylvania"	"42"	2029	12805537	15.8
	"2017"	"2017"	"Rhode Island"	"44"	129	1059639	12.2
	"2017"	"2017"	"South Carolina"	"45"	838	5024369	16.7
	"2017"	"2017"	"South Dakota"	"46"	191	869666	22.0
	"2017"	"2017"	"Tennessee"	"47"	1165	6715984	17.3
	"2017"	"2017"	"Texas"	"48"	3769	28304596	13.3
	"2017"	"2017"	"Utah"	"49"	663	3101833	21.4
	"2017"	"2017"	"Vermont"	"50"	111	623657	17.8
	"2017"	"2017"	"Virginia"	"51"	1176	8470020	13.9
	"2017"	"2017"	"Washington"	"53"	1294	7405743	17.5
	"2017"	"2017"	"West Virginia"	"54"	392	1815857	21.6
	"2017"	"2017"	"Wisconsin"	"55"	925	5795483	16.0
	"2017"	"2017"	"Wyoming"	"56"	157	579315	27.1
	"2018"	"2018"	"Alabama"	"01"	823	4887871	16.8
	"2018"	"2018"	"Alaska"	"02"	184	737438	25.0
	"2018"	"2018"	"Arizona"	"04"	1436	7171646	20.0
	"2018"	"2018"	"Arkansas"	"05"	554	3013825	18.4
	"2018"	"2018"	"California"	"06"	4484	39557045	11.3
	"2018"	"2018"	"Colorado"	"08"	1282	5695564	22.5
	"2018"	"2018"	"Connecticut"	"09"	419	3572665	11.7
	"2018"	"2018"	"Delaware"	"10"	113	967171	11.7
	"2018"	"2018"	"District of Columbia"	"11"	54	702455	7.7
	"2018"	"2018"	"Florida"	"12"	3564	21299325	16.7
	"2018"	"2018"	"Georgia"	"13"	1569	10519475	14.9
	"2018"	"2018"	"Hawaii"	"15"	176	1420491	12.4
	"2018"	"2018"	"Idaho"	"16"	417	1754208	23.8
	"2018"	"2018"	"Illinois"	"17"	1487	12741080	11.7
	"2018"	"2018"	"Indiana"	"18"	1079	6691878	16.1
	"2018"	"2018"	"Iowa"	"19"	490	3156145	15.5
	"2018"	"2018"	"Kansas"	"20"	556	2911505	19.1
	"2018"	"2018"	"Kentucky"	"21"	800	4468402	17.9
	"2018"	"2018"	"Louisiana"	"22"	719	4659978	15.4
	"2018"	"2018"	"Maine"	"23"	270	1338404	20.2
	"2018"	"2018"	"Maryland"	"24"	650	6042718	10.8
	"2018"	"2018"	"Massachusetts"	"25"	739	6902149	10.7
	"2018"	"2018"	"Michigan"	"26"	1547	9995915	15.5
	"2018"	"2018"	"Minnesota"	"27"	738	5611179	13.2
	"2018"	"2018"	"Mississippi"	"28"	421	2986530	14.1
	"2018"	"2018"	"Missouri"	"29"	1230	6126452	20.1
	"2018"	"2018"	"Montana"	"30"	265	1062305	24.9
	"2018"	"2018"	"Nebraska"	"31"	271	1929268	14.0
	"2018"	"2018"	"Nevada"	"32"	657	3034392	21.7
	"2018"	"2018"	"New Hampshire"	"33"	279	1356458	20.6
	"2018"	"2018"	"New Jersey"	"34"	778	8908520	8.7
	"2018"	"2018"	"New Mexico"	"35"	535	2095428	25.5
	"2018"	"2018"	"New York"	"36"	1720	19542209	8.8
	"2018"	"2018"	"North Carolina"	"37"	1494	10383620	14.4
	"2018"	"2018"	"North Dakota"	"38"	146	760077	19.2
	"2018"	"2018"	"Ohio"	"39"	1835	11689442	15.7
	"2018"	"2018"	"Oklahoma"	"40"	790	3943079	20.0
	"2018"	"2018"	"Oregon"	"41"	844	4190713	20.1
	"2018"	"2018"	"Pennsylvania"	"42"	2014	12807060	15.7
	"2018"	"2018"	"Rhode Island"	"44"	106	1057315	10.0
	"2018"	"2018"	"South Carolina"	"45"	810	5084127	15.9
	"2018"	"2018"	"South Dakota"	"46"	167	882235	18.9
	"2018"	"2018"	"Tennessee"	"47"	1161	6770010	17.1
	"2018"	"2018"	"Texas"	"48"	3928	28701845	13.7
	"2018"	"2018"	"Utah"	"49"	664	3161105	21.0
	"2018"	"2018"	"Vermont"	"50"	125	626299	20.0
	"2018"	"2018"	"Virginia"	"51"	1242	8517685	14.6
	"2018"	"2018"	"Washington"	"53"	1251	7535591	16.6
	"2018"	"2018"	"West Virginia"	"54"	395	1805832	21.9
	"2018"	"2018"	"Wisconsin"	"55"	887	5813568	15.3
	"2018"	"2018"	"Wyoming"	"56"	147	577737	25.4
	"2019"	"2019"	"Alabama"	"01"	804	4903185	16.4
	"2019"	"2019"	"Alaska"	"02"	210	731545	28.7
	"2019"	"2019"	"Arizona"	"04"	1417	7278717	19.5
	"2019"	"2019"	"Arkansas"	"05"	548	3017804	18.2
	"2019"	"2019"	"California"	"06"	4430	39512223	11.2
	"2019"	"2019"	"Colorado"	"08"	1311	5758736	22.8
	"2019"	"2019"	"Connecticut"	"09"	435	3565287	12.2
	"2019"	"2019"	"Delaware"	"10"	111	973764	11.4
	"2019"	"2019"	"District of Columbia"	"11"	44	705749	6.2
	"2019"	"2019"	"Florida"	"12"	3462	21477737	16.1
	"2019"	"2019"	"Georgia"	"13"	1584	10617423	14.9
	"2019"	"2019"	"Hawaii"	"15"	224	1415872	15.8
	"2019"	"2019"	"Idaho"	"16"	365	1787065	20.4
	"2019"	"2019"	"Illinois"	"17"	1438	12671821	11.3
	"2019"	"2019"	"Indiana"	"18"	972	6732219	14.4
	"2019"	"2019"	"Iowa"	"19"	527	3155070	16.7
	"2019"	"2019"	"Kansas"	"20"	523	2913314	18.0
	"2019"	"2019"	"Kentucky"	"21"	756	4467673	16.9
	"2019"	"2019"	"Louisiana"	"22"	704	4648794	15.1
	"2019"	"2019"	"Maine"	"23"	275	1344212	20.5
	"2019"	"2019"	"Maryland"	"24"	657	6045680	10.9
	"2019"	"2019"	"Massachusetts"	"25"	647	6892503	9.4
	"2019"	"2019"	"Michigan"	"26"	1472	9986857	14.7
	"2019"	"2019"	"Minnesota"	"27"	829	5639632	14.7
	"2019"	"2019"	"Mississippi"	"28"	436	2976149	14.6
	"2019"	"2019"	"Missouri"	"29"	1139	6137428	18.6
	"2019"	"2019"	"Montana"	"30"	289	1068778	27.0
	"2019"	"2019"	"Nebraska"	"31"	309	1934408	16.0
	"2019"	"2019"	"Nevada"	"32"	642	3080156	20.8
	"2019"	"2019"	"New Hampshire"	"33"	255	1359711	18.8
	"2019"	"2019"	"New Jersey"	"34"	762	8882190	8.6
	"2019"	"2019"	"New Mexico"	"35"	513	2096829	24.5
	"2019"	"2019"	"New York"	"36"	1704	19453561	8.8
	"2019"	"2019"	"North Carolina"	"37"	1357	10488084	12.9
	"2019"	"2019"	"North Dakota"	"38"	136	762062	17.8
	"2019"	"2019"	"Ohio"	"39"	1805	11689100	15.4
	"2019"	"2019"	"Oklahoma"	"40"	816	3956971	20.6
	"2019"	"2019"	"Oregon"	"41"	906	4217737	21.5
	"2019"	"2019"	"Pennsylvania"	"42"	1894	12801989	14.8
	"2019"	"2019"	"Rhode Island"	"44"	123	1059361	11.6
	"2019"	"2019"	"South Carolina"	"45"	852	5148714	16.5
	"2019"	"2019"	"South Dakota"	"46"	182	884659	20.6
	"2019"	"2019"	"Tennessee"	"47"	1219	6829174	17.8
	"2019"	"2019"	"Texas"	"48"	3887	28995881	13.4
	"2019"	"2019"	"Utah"	"49"	653	3205958	20.4
	"2019"	"2019"	"Vermont"	"50"	110	623989	17.6
	"2019"	"2019"	"Virginia"	"51"	1139	8535519	13.3
	"2019"	"2019"	"Washington"	"53"	1262	7614893	16.6
	"2019"	"2019"	"West Virginia"	"54"	330	1792147	18.4
	"2019"	"2019"	"Wisconsin"	"55"	843	5822434	14.5
	"2019"	"2019"	"Wyoming"	"56"	170	578759	29.4
"---"
"Dataset: Underlying Cause of Death, 1999-2019"
"Query Parameters:"
"ICD-10 Codes: X60-X84 (Intentional self-harm)"
"Group By: Year; State"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 7, 2021 12:27:25 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2019 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2019, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 7, 2021 12:27:25 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. The population figures for year 2019 are bridged-race estimates of the July 1 resident population, from the Vintage 2019"
"postcensal series released by NCHS on July 9, 2020. The population figures for year 2018 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2018 postcensal series released by NCHS on June 25, 2019. The population figures for"
"year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017 postcensal series released by NCHS"
"on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The"
"population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal"
"series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13,"
"2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011"
"postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age"
"groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
